"antecedent","succedent","realcon","realocc","realdur","p_con","p_occ","p_dur","null_obs"
"(inf_smile;infant_voc;mo_smile)","(i_gaze_at;mother-speech)",0.141,11,8.578,0.3076923076923077,0.19230769230769232,0.0,26
"(inf_smile;m_gaze_away)","(i_gaze_away;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,29
"(infant_voc;m_gaze_at_object;mo_smile;mother-speech)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object)","(inf_smile;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,45
"(i_gaze_at;infant_voc;m_gaze_away;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,4
"(inf_smile;m_gaze_away)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,33
"(m_gaze_at;m_gaze_at_object)","(i_gaze_at;infant_voc;mother-speech)",0.316,1,0.355,999.0,999.0,999.0,0
"(i_gaze_at;inf_smile;infant_voc)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,45
"(i_gaze_at_object;infant_voc;m_gaze_at_object)","(inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;m_gaze_at_object;mo_smile)","(mother-speech)",0.231,12,10.198,0.39,0.89,0.83,100
"(i_gaze_at_object;infant_voc;m_gaze_away)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,4
"(i_gaze_at_object;inf_smile)","(mother-speech)",0.207,25,21.166,1.0,1.0,1.0,100
"(i_gaze_away;mo_smile)","(inf_smile;mother-speech)",0.113,25,19.526,0.5405405405405406,0.972972972972973,1.0,37
"(i_gaze_at;infant_voc;m_gaze_away;mo_smile)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(inf_smile;infant_voc;mother-speech)","(i_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at_object;mo_smile)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,29
"(i_gaze_at;inf_smile;infant_voc;m_gaze_away;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,4
"(i_gaze_at_object;m_gaze_away;mo_smile)","(inf_smile;infant_voc)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_away;mo_smile;mother-speech)","(inf_smile;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,8
"(infant_voc;mo_smile;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,12
"(i_gaze_at_object;inf_smile;mo_smile;mother-speech)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,4
"(inf_smile;m_gaze_at)","(mother-speech)",0.39,204,243.129,0.02,0.77,0.18,100
"(inf_smile;infant_voc;mo_smile)","(m_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,4
"(i_gaze_away;inf_smile;mother-speech)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,70
"(i_gaze_away;inf_smile;infant_voc;m_gaze_at)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,14
"(inf_smile;infant_voc;mo_smile)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,10
"(i_gaze_at;inf_smile;m_gaze_at_object;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,31
"(i_gaze_away;inf_smile;infant_voc)","(m_gaze_at;mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,4
"(i_gaze_at;mother-speech)","(mo_smile)",0.207,71,200.758,0.01,0.33,0.0,100
"(inf_smile;m_gaze_at_object)","(i_gaze_at_object)",0.101,16,40.106,1.0,0.26804123711340205,0.9896907216494846,97
"(i_gaze_at_object;inf_smile;mo_smile)","(m_gaze_at_object;mother-speech)",0.123,5,4.014,0.58,1.0,1.0,50
"(i_gaze_away;inf_smile;m_gaze_at;mo_smile)","(mother-speech)",0.335,19,14.038,0.10309278350515463,0.061855670103092786,0.18556701030927836,97
"(i_gaze_at_object;m_gaze_away)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,77
"(infant_voc;m_gaze_away;mother-speech)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at_object;inf_smile;infant_voc;m_gaze_away)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object;infant_voc)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,78
"(infant_voc)","(mo_smile)",0.142,21,57.096,1.0,0.93,1.0,100
"(inf_smile;m_gaze_at;mo_smile)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,43
"(i_gaze_at_object)","(inf_smile;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,56
"(i_gaze_at_object;mother-speech)","(inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at_object;m_gaze_away;mo_smile)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,21
"(mo_smile)","(mother-speech)",0.35,499,526.709,0.2,0.02,0.2,100
"(inf_smile;infant_voc;m_gaze_at_object)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,51
"(i_gaze_away;inf_smile;mo_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,3
"(inf_smile;m_gaze_away;mo_smile;mother-speech)","(infant_voc)",0.105,2,0.615,0.875,0.25,0.75,8
"(m_gaze_away)","(inf_smile;mother-speech)",0.153,12,12.396,0.359375,0.734375,0.359375,64
"(i_gaze_at_object;m_gaze_at;mo_smile)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,96
"(i_gaze_at_object;inf_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,7
"(m_gaze_away)","(i_gaze_at;infant_voc)",999.0,999,999.0,999.0,999.0,999.0,3
"(m_gaze_at)","(inf_smile;mother-speech)",0.143,364,305.799,0.02,0.01,0.02,100
"(i_gaze_away;mother-speech)","(inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object;inf_smile;m_gaze_away)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,14
"(i_gaze_away;m_gaze_at_object;mo_smile;mother-speech)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;m_gaze_away)","(mother-speech)",0.101,3,2.81,1.0,0.7640449438202247,0.6966292134831461,89
"(m_gaze_away)","(i_gaze_away;inf_smile;mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;m_gaze_away;mo_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,10
"(inf_smile;infant_voc)","(m_gaze_at;mother-speech)",0.107,15,14.222,0.6388888888888888,0.8333333333333334,0.1111111111111111,36
"(inf_smile;mo_smile)","(m_gaze_at)",0.464,44,235.711,0.21,0.37,0.02,100
"(inf_smile;infant_voc;m_gaze_at_object)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at)","(i_gaze_at)",0.622,124,1322.966,0.0,0.17,0.0,100
"(inf_smile;m_gaze_at_object)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,74
"(inf_smile;m_gaze_away;mother-speech)","(i_gaze_at;infant_voc)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at;inf_smile;m_gaze_at)","(mother-speech)",0.374,129,155.138,0.0,0.25,0.0,100
"(infant_voc;mo_smile;mother-speech)","(m_gaze_at)",0.127,1,5.432,0.3333333333333333,1.0,1.0,39
"(i_gaze_at;m_gaze_at)","(mo_smile)",0.417,186,604.216,0.0,0.0,0.0,100
"(inf_smile;m_gaze_at_object;mother-speech)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,7
"(i_gaze_away;mo_smile)","(inf_smile)",0.251,8,43.295,0.1326530612244898,1.0,0.6224489795918368,98
"(i_gaze_at;inf_smile;infant_voc;m_gaze_at_object)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,21
"(inf_smile;infant_voc)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,12
"(mother-speech)","(i_gaze_at;m_gaze_at;mo_smile)",0.107,108,170.072,999.0,999.0,999.0,0
"(m_gaze_at)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,100
"(i_gaze_away;infant_voc;m_gaze_away;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,4
"(infant_voc;m_gaze_away)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,11
"(inf_smile;m_gaze_at)","(mo_smile;mother-speech)",0.235,158,146.628,0.0,0.0,0.0,100
"(inf_smile;mo_smile)","(i_gaze_at;m_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_away;mo_smile)","(i_gaze_at;infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;m_gaze_at_object;mo_smile)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,59
"(m_gaze_away)","(i_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,44
"(m_gaze_away;mo_smile)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,24
"(i_gaze_at;m_gaze_away;mo_smile)","(infant_voc;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,7
"(inf_smile;m_gaze_at)","(infant_voc)",0.103,85,64.315,999.0,999.0,999.0,0
"(i_gaze_away;m_gaze_at)","(mother-speech)",0.293,87,70.622,0.82,0.9,0.99,100
"(inf_smile;m_gaze_away;mo_smile)","(i_gaze_away;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,22
"(i_gaze_at_object;m_gaze_at)","(mo_smile;mother-speech)",0.106,46,29.396,0.8395061728395061,0.7530864197530864,1.0,81
"(i_gaze_at;inf_smile;infant_voc;m_gaze_at;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at;m_gaze_at)","(inf_smile)",0.257,212,372.406,0.36,0.0,0.01,100
"(inf_smile;infant_voc;m_gaze_at_object;mo_smile)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,28
"(i_gaze_away;inf_smile;infant_voc;mother-speech)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;inf_smile)","(mo_smile)",0.306,5,48.24,0.4,1.0,0.28,100
"(i_gaze_at;m_gaze_away)","(inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,23
"(m_gaze_at)","(inf_smile;mo_smile)",0.153,199,325.644,0.0,0.0,0.0,96
"(infant_voc;m_gaze_at;mother-speech)","(i_gaze_at)",0.12,1,9.308,0.5121951219512195,1.0,0.8780487804878049,41
"(i_gaze_at;inf_smile;mo_smile;mother-speech)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,28
"(inf_smile;m_gaze_away;mo_smile)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,35
"(i_gaze_at_object;inf_smile;mo_smile;mother-speech)","(infant_voc;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;infant_voc)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,4
"(i_gaze_at_object;m_gaze_away)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,38
"(m_gaze_at;m_gaze_at_object)","(infant_voc;mother-speech)",0.316,1,0.355,999.0,999.0,999.0,0
"(inf_smile;mo_smile)","(m_gaze_at;mother-speech)",0.27,140,137.074,0.0,0.0,0.0,100
"(i_gaze_at;mother-speech)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,100
"(m_gaze_at;mo_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_away;infant_voc;m_gaze_at)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,49
"(i_gaze_away;inf_smile;m_gaze_at;mo_smile;mother-speech)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_away;mo_smile)","(m_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,22
"(inf_smile;m_gaze_at)","(i_gaze_at;mo_smile)",0.291,55,181.406,0.0,0.14,0.0,100
"(i_gaze_at_object;inf_smile;m_gaze_at_object)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,29
"(i_gaze_at_object;infant_voc;m_gaze_away)","(inf_smile;mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;infant_voc;m_gaze_at)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,5
"(i_gaze_away;mo_smile)","(m_gaze_at_object)",0.182,24,31.397,0.8080808080808081,0.04040404040404041,0.9696969696969697,99
"(i_gaze_at_object;inf_smile;mo_smile;mother-speech)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,39
"(i_gaze_at_object;infant_voc;m_gaze_at;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,7
"(i_gaze_away;infant_voc;m_gaze_at;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(mo_smile)","(i_gaze_at;m_gaze_at)",0.404,159,607.794,0.0,0.18,0.0,100
"(i_gaze_at;infant_voc;m_gaze_at_object;mo_smile;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(inf_smile;infant_voc;m_gaze_at_object;mother-speech)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_away;infant_voc;m_gaze_at_object)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,26
"(inf_smile;mother-speech)","(i_gaze_at;m_gaze_at)",0.176,28,90.437,0.0,0.9375,0.0,96
"(i_gaze_at_object;m_gaze_at;mo_smile)","(mother-speech)",0.174,32,21.86,0.99,0.76,0.98,100
"(i_gaze_at;mo_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at;infant_voc;m_gaze_at_object)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object;m_gaze_at_object;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,68
"(i_gaze_at_object;inf_smile;infant_voc;m_gaze_away)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object)","(mo_smile)",0.293,75,259.512,0.9,0.49,0.9,100
"(i_gaze_at_object;inf_smile;mo_smile)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,99
"(m_gaze_at;mo_smile)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,91
"(i_gaze_at_object;inf_smile;m_gaze_away;mo_smile;mother-speech)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,5
"(i_gaze_away;m_gaze_at_object)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,100
"(m_gaze_at;mo_smile)","(mother-speech)",0.36,346,355.431,0.0,0.0,0.0,100
"(i_gaze_at_object;infant_voc;m_gaze_at_object)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,10
"(inf_smile;infant_voc;mother-speech)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,3
"(inf_smile;infant_voc;m_gaze_at_object;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,41
"(i_gaze_at;infant_voc;m_gaze_at;mo_smile)","(inf_smile;mother-speech)",0.1,13,8.495,999.0,999.0,999.0,0
"(i_gaze_away;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,98
"(inf_smile;infant_voc;m_gaze_away;mo_smile)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,3
"(inf_smile)","(m_gaze_at_object;mother-speech)",0.108,171,121.958,0.96,0.8,0.95,100
"(i_gaze_away;infant_voc;m_gaze_away;mo_smile)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;m_gaze_at;m_gaze_at_object)","(infant_voc)",0.437,1,0.454,999.0,999.0,999.0,0
"(inf_smile;m_gaze_away)","(i_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,39
"(i_gaze_at;m_gaze_away)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,33
"(inf_smile;m_gaze_at_object)","(i_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,3
"(inf_smile;m_gaze_at_object;mo_smile)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,9
"(inf_smile)","(m_gaze_at;mo_smile)",0.261,112,292.345,0.0,0.19,0.0,100
"(i_gaze_at_object)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,95
"(i_gaze_away;infant_voc;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(mother-speech)","(inf_smile;m_gaze_at)",0.106,121,168.286,0.25,0.42857142857142855,0.17857142857142858,28
"(m_gaze_away;mother-speech)","(i_gaze_away;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(inf_smile;mo_smile)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,98
"(infant_voc;m_gaze_at_object)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,87
"(i_gaze_away;infant_voc;mother-speech)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;inf_smile;infant_voc;mother-speech)","(m_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_away;m_gaze_away;mo_smile)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,32
"(infant_voc;m_gaze_at_object;mo_smile)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,3
"(infant_voc;m_gaze_at)","(mo_smile)",0.161,17,37.625,0.47,0.48,0.31,100
"(i_gaze_away;infant_voc;mo_smile)","(m_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,13
"(i_gaze_away;infant_voc;m_gaze_at_object)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_away;m_gaze_at_object;mother-speech)","(inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_away)","(i_gaze_away)",0.297,2,23.997,0.0,0.9038461538461539,0.0,52
"(i_gaze_at_object;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,93
"(i_gaze_at;infant_voc;mo_smile)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;inf_smile;infant_voc;mother-speech)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at_object;inf_smile)","(m_gaze_at;mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,6
"(i_gaze_away;infant_voc;m_gaze_at_object;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,4
"(i_gaze_away;infant_voc;m_gaze_at_object)","(inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at;inf_smile;m_gaze_at_object)","(mo_smile)",0.212,6,30.593,0.6363636363636364,0.98989898989899,0.898989898989899,99
"(m_gaze_at_object;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,88
"(i_gaze_at_object;infant_voc;mo_smile)","(m_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,4
"(inf_smile;infant_voc;m_gaze_at;mo_smile)","(i_gaze_at;mother-speech)",0.162,10,7.966,0.15384615384615385,0.0,0.0,13
"(m_gaze_away;mo_smile)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,52
"(i_gaze_away)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,98
"(i_gaze_away;infant_voc;mo_smile;mother-speech)","(inf_smile;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;inf_smile;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,57
"(i_gaze_at_object;mo_smile)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,100
"(inf_smile;m_gaze_away;mo_smile)","(i_gaze_away;infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;infant_voc;m_gaze_away)","(i_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;inf_smile;mother-speech)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_away;inf_smile)","(m_gaze_at;mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,33
"(i_gaze_at;infant_voc;m_gaze_at_object;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,42
"(i_gaze_at_object)","(m_gaze_at_object;mo_smile)",0.106,64,94.486,1.0,0.83,1.0,100
"(i_gaze_at;inf_smile;mother-speech)","(mo_smile)",0.238,14,69.205,0.0,0.7938144329896907,0.0,97
"(m_gaze_away)","(i_gaze_at_object;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(inf_smile;infant_voc;m_gaze_at;mo_smile;mother-speech)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at_object)","(m_gaze_at_object)",0.489,100,431.873,0.15,0.18,0.15,100
"(inf_smile)","(i_gaze_away;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;infant_voc;m_gaze_away)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,5
"(infant_voc;m_gaze_at;mo_smile;mother-speech)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at;inf_smile)","(mother-speech)",0.375,184,219.27,0.24,0.85,0.45,100
"(i_gaze_away;inf_smile;infant_voc)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,24
"(m_gaze_at_object;mo_smile;mother-speech)","(i_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;mother-speech)","(inf_smile)",0.198,45,119.677,0.0,0.55,0.01,100
"(mo_smile)","(i_gaze_at;inf_smile;m_gaze_at)",0.147,153,222.107,0.0,0.0,0.0,13
"(inf_smile;infant_voc;m_gaze_at)","(i_gaze_at;mother-speech)",0.147,13,12.614,0.09523809523809523,0.23809523809523808,0.0,21
"(inf_smile;m_gaze_at_object;mo_smile)","(mother-speech)",0.189,22,16.45,0.99,1.0,1.0,100
"(inf_smile;infant_voc;m_gaze_away)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,7
"(infant_voc;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,39
"(mo_smile)","(inf_smile;mother-speech)",0.15,255,226.34,0.0,0.0,0.0,98
"(i_gaze_at_object;infant_voc;m_gaze_away)","(inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at_object;m_gaze_away;mother-speech)","(inf_smile;infant_voc;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;m_gaze_at_object;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,20
"(i_gaze_at;infant_voc;m_gaze_at)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at_object;infant_voc;mo_smile)","(m_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,12
"(m_gaze_away)","(i_gaze_away;mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,4
"(i_gaze_at_object;inf_smile;infant_voc;m_gaze_at)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,30
"(infant_voc;m_gaze_at_object)","(i_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(inf_smile)","(i_gaze_at)",0.416,63,466.293,0.93,0.44,0.93,100
"(inf_smile;infant_voc)","(i_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at;inf_smile;mo_smile)","(mother-speech)",0.38,115,123.899,0.01,0.0,0.0,100
"(m_gaze_at)","(mo_smile)",0.42,258,894.11,0.0,0.0,0.0,100
"(infant_voc;m_gaze_at_object;mother-speech)","(i_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;m_gaze_at)","(inf_smile;mo_smile)",0.152,148,221.447,0.0,0.0,0.0,62
"(inf_smile;infant_voc;m_gaze_at_object;mo_smile)","(i_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,14
"(m_gaze_at_object;mo_smile;mother-speech)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,12
"(inf_smile;mo_smile;mother-speech)","(i_gaze_at;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at_object;inf_smile;infant_voc;m_gaze_at_object)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,8
"(inf_smile;m_gaze_away)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,10
"(i_gaze_away;infant_voc)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,74
"(infant_voc;m_gaze_away;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(infant_voc;m_gaze_at;mo_smile)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at;infant_voc)","(inf_smile;m_gaze_at)",0.136,17,30.478,0.0,0.5714285714285714,0.0,7
"(inf_smile;infant_voc;m_gaze_at_object)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,42
"(i_gaze_at_object;infant_voc)","(inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_away;inf_smile;mother-speech)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,18
"(i_gaze_at_object;m_gaze_at_object;mo_smile;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,17
"(i_gaze_away;inf_smile)","(m_gaze_at;mo_smile)",0.197,9,31.066,0.46875,0.8645833333333334,0.3541666666666667,96
"(i_gaze_at_object;infant_voc;m_gaze_at_object;mo_smile;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,5
"(i_gaze_at;m_gaze_away)","(inf_smile;mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,13
"(i_gaze_away;inf_smile;infant_voc;m_gaze_away;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_away;m_gaze_away)","(inf_smile;mo_smile)",0.491,1,13.555,0.0,1.0,0.0,34
"(inf_smile;m_gaze_at;mother-speech)","(mo_smile)",0.221,22,72.663,0.010101010101010102,0.23232323232323232,0.0,99
"(i_gaze_away;m_gaze_at;mo_smile;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,24
"(i_gaze_at_object;infant_voc;mo_smile)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,41
"(i_gaze_at;mo_smile)","(m_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,78
"(i_gaze_at_object;m_gaze_away;mo_smile;mother-speech)","(inf_smile;infant_voc)",999.0,999,999.0,999.0,999.0,999.0,3
"(infant_voc;m_gaze_at)","(i_gaze_at;mo_smile)",0.135,13,31.593,0.11428571428571428,0.7714285714285715,0.05714285714285714,35
"(i_gaze_at;infant_voc;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,6
"(inf_smile;infant_voc;m_gaze_at)","(mother-speech)",0.165,14,14.165,0.25287356321839083,0.42528735632183906,0.022988505747126436,87
